"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieDateComparator2Years record1Value","[0] MovieDateComparator2Years record2Value","[0] MovieDateComparator2Years record1PreprocessedValue","[0] MovieDateComparator2Years record2PreprocessedValue","[0] MovieDateComparator2Years similarity","[0] MovieDateComparator2Years postproccesedSimilarity","[1] MovieTitleComparatorJaccard record1Value","[1] MovieTitleComparatorJaccard record2Value","[1] MovieTitleComparatorJaccard record1PreprocessedValue","[1] MovieTitleComparatorJaccard record2PreprocessedValue","[1] MovieTitleComparatorJaccard similarity","[1] MovieTitleComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","academy_awards_499","actors_68","0.0",,"2002-01-01T00:00","1995-01-01T00:00","2002-01-01T00:00","1995-01-01T00:00","0.0","0.0","Y Tu Mam� Tambi�n","Blue Sky","Y Tu Mam� Tambi�n","Blue Sky","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1490","actors_31","0.0",,"1983-01-01T00:00","1959-01-01T00:00","1983-01-01T00:00","1959-01-01T00:00","0.0","0.0","The Right Stuff","I Want to Live!","The Right Stuff","I Want to Live!","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2424","actors_75","0.0",,"1965-01-01T00:00","2002-01-01T00:00","1965-01-01T00:00","2002-01-01T00:00","0.0","0.0","The Shop on Main Street","Monsters Ball","The Shop on Main Street","Monsters Ball","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4158","actors_77","0.0",,"1938-01-01T00:00","2004-01-01T00:00","1938-01-01T00:00","2004-01-01T00:00","0.0","0.0","The Goldwyn Follies","Monster","The Goldwyn Follies","Monster","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2424","actors_74","0.0",,"1965-01-01T00:00","2001-01-01T00:00","1965-01-01T00:00","2001-01-01T00:00","0.0","0.0","The Shop on Main Street","Erin Brockovich","The Shop on Main Street","Erin Brockovich","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1713","actors_109","0.0",,"1979-01-01T00:00","1959-01-01T00:00","1979-01-01T00:00","1959-01-01T00:00","0.0","0.0","Ice Castles","Separate Tables","Ice Castles","Separate Tables","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_270","actors_87","0.0",,"2006-01-01T00:00","1937-01-01T00:00","2006-01-01T00:00","1937-01-01T00:00","0.0","0.0","Click","The Story of Louis Pasteur","Click","The Story of Louis Pasteur","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4100","actors_6","0.0",,"1939-01-01T00:00","1934-01-01T00:00","1939-01-01T00:00","1934-01-01T00:00","0.0","0.0","Gunga Din","Morning Glory","Gunga Din","Morning Glory","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1385","actors_54","0.0",,"1985-01-01T00:00","1981-01-01T00:00","1985-01-01T00:00","1981-01-01T00:00","0.0","0.0","Runaway Train","Coal Miner�s Daughter","Runaway Train","Coal Miner�s Daughter","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3802","actors_16","0.15",,"1943-01-01T00:00","1944-01-01T00:00","1943-01-01T00:00","1944-01-01T00:00","0.5","0.5","So This Is Washington","Song of Bernadette","So This Is Washington","Song of Bernadette","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2690","actors_62","0.13999999999999999",,"1960-01-01T00:00","1989-01-01T00:00","1960-01-01T00:00","1989-01-01T00:00","0.0","0.0","The Facts of Life","The Accused","The Facts of Life","The Accused","0.2","0.2"
"LinearCombinationMatchingRule","academy_awards_2690","actors_63","0.0",,"1960-01-01T00:00","1990-01-01T00:00","1960-01-01T00:00","1990-01-01T00:00","0.0","0.0","The Facts of Life","Driving Miss Daisy","The Facts of Life","Driving Miss Daisy","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1223","actors_7","0.0",,"1988-01-01T00:00","1935-01-01T00:00","1988-01-01T00:00","1935-01-01T00:00","0.0","0.0","Little Dorrit","It Happened One Night","Little Dorrit","It Happened One Night","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3204","actors_127","0.175",,"1951-01-01T00:00","1978-01-01T00:00","1951-01-01T00:00","1978-01-01T00:00","0.0","0.0","The Frogmen","The Goodbye Girl","The Frogmen","The Goodbye Girl","0.25","0.25"
"LinearCombinationMatchingRule","academy_awards_1223","actors_6","0.0",,"1988-01-01T00:00","1934-01-01T00:00","1988-01-01T00:00","1934-01-01T00:00","0.0","0.0","Little Dorrit","Morning Glory","Little Dorrit","Morning Glory","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3204","actors_126","0.0875",,"1951-01-01T00:00","1976-01-01T00:00","1951-01-01T00:00","1976-01-01T00:00","0.0","0.0","The Frogmen","One Flew Over The Cuckoo's Nes","The Frogmen","One Flew Over The Cuckoo's Nes","0.125","0.125"
"LinearCombinationMatchingRule","academy_awards_4176","actors_96","0.0",,"1938-01-01T00:00","1946-01-01T00:00","1938-01-01T00:00","1946-01-01T00:00","0.0","0.0","There Goes My Heart","The Lost Weekend","There Goes My Heart","The Lost Weekend","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4263","actors_54","0.0",,"1936-01-01T00:00","1981-01-01T00:00","1936-01-01T00:00","1981-01-01T00:00","0.0","0.0","San Francisco","Coal Miner�s Daughter","San Francisco","Coal Miner�s Daughter","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_943","actors_111","0.0",,"1994-01-01T00:00","1961-01-01T00:00","1994-01-01T00:00","1961-01-01T00:00","0.0","0.0","The Big Story","Elmer Gantry","The Big Story","Elmer Gantry","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4281","actors_73","0.0",,"1936-01-01T00:00","2000-01-01T00:00","1936-01-01T00:00","2000-01-01T00:00","0.0","0.0","Suzy","Boys Don't Cry","Suzy","Boys Don't Cry","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3606","actors_88","0.0",,"1945-01-01T00:00","1938-01-01T00:00","1945-01-01T00:00","1938-01-01T00:00","0.0","0.0","A Gun in His Hand","Captains Courageous","A Gun in His Hand","Captains Courageous","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2184","actors_122","0.09999999999999999",,"1969-01-01T00:00","1972-01-01T00:00","1969-01-01T00:00","1972-01-01T00:00","0.0","0.0","Anne of the Thousand Days","The French Connection","Anne of the Thousand Days","The French Connection","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_2184","actors_123","0.11666666666666665",,"1969-01-01T00:00","1973-01-01T00:00","1969-01-01T00:00","1973-01-01T00:00","0.0","0.0","Anne of the Thousand Days","The Godfather","Anne of the Thousand Days","The Godfather","0.16666666666666666","0.16666666666666666"
"LinearCombinationMatchingRule","academy_awards_595","actors_13","0.0",,"2000-01-01T00:00","1941-01-01T00:00","2000-01-01T00:00","1941-01-01T00:00","0.0","0.0","By Courier","Kitty Foyle","By Courier","Kitty Foyle","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_595","actors_12","0.0",,"2000-01-01T00:00","1940-01-01T00:00","2000-01-01T00:00","1940-01-01T00:00","0.0","0.0","By Courier","Gone With the Wind","By Courier","Gone With the Wind","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4100","actors_7","0.0",,"1939-01-01T00:00","1935-01-01T00:00","1939-01-01T00:00","1935-01-01T00:00","0.0","0.0","Gunga Din","It Happened One Night","Gunga Din","It Happened One Night","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3985","actors_92","0.15",,"1941-01-01T00:00","1942-01-01T00:00","1941-01-01T00:00","1942-01-01T00:00","0.5","0.5","Down on the Farm","Sergeant York","Down on the Farm","Sergeant York","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1723","actors_119","0.0",,"1979-01-01T00:00","1969-01-01T00:00","1979-01-01T00:00","1969-01-01T00:00","0.0","0.0","Meteor","Charly","Meteor","Charly","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2576","actors_98","0.0",,"1962-01-01T00:00","1948-01-01T00:00","1962-01-01T00:00","1948-01-01T00:00","0.0","0.0","Meredith Willson's The Music Man","A Double Life","Meredith Willson's The Music Man","A Double Life","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2576","actors_99","0.0",,"1962-01-01T00:00","1949-01-01T00:00","1962-01-01T00:00","1949-01-01T00:00","0.0","0.0","Meredith Willson's The Music Man","Hamlet","Meredith Willson's The Music Man","Hamlet","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3324","actors_119","0.0",,"1949-01-01T00:00","1969-01-01T00:00","1949-01-01T00:00","1969-01-01T00:00","0.0","0.0","Daybreak in Udi","Charly","Daybreak in Udi","Charly","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3324","actors_118","0.09999999999999999",,"1949-01-01T00:00","1968-01-01T00:00","1949-01-01T00:00","1968-01-01T00:00","0.0","0.0","Daybreak in Udi","In the Heat of the Night","Daybreak in Udi","In the Heat of the Night","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_3570","actors_104","0.0",,"1945-01-01T00:00","1954-01-01T00:00","1945-01-01T00:00","1954-01-01T00:00","0.0","0.0","The Enchanted Cottage","Stalag 17","The Enchanted Cottage","Stalag 17","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3214","actors_132","0.0",,"1951-01-01T00:00","1985-01-01T00:00","1951-01-01T00:00","1985-01-01T00:00","0.0","0.0","Benjy","Amadeus","Benjy","Amadeus","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_452","actors_20","0.0",,"2002-01-01T00:00","1948-01-01T00:00","2002-01-01T00:00","1948-01-01T00:00","0.0","0.0","About Schmidt","The Farmer�s Daughter","About Schmidt","The Farmer�s Daughter","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2064","actors_130","0.0",,"1972-01-01T00:00","1983-01-01T00:00","1972-01-01T00:00","1983-01-01T00:00","0.0","0.0","I Love You Rosa","Ghandi","I Love You Rosa","Ghandi","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_707","actors_143","0.15",,"1998-01-01T00:00","1997-01-01T00:00","1998-01-01T00:00","1997-01-01T00:00","0.5","0.5","More","Shine","More","Shine","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2415","actors_42","0.0",,"1965-01-01T00:00","1969-01-01T00:00","1965-01-01T00:00","1969-01-01T00:00","0.0","0.0","Mural on Our Street","The Lion in Winter","Mural on Our Street","The Lion in Winter","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2415","actors_43","0.0",,"1965-01-01T00:00","1970-01-01T00:00","1965-01-01T00:00","1970-01-01T00:00","0.0","0.0","Mural on Our Street","The Prime of Miss Jean Brodie","Mural on Our Street","The Prime of Miss Jean Brodie","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_325","actors_21","0.0",,"2005-01-01T00:00","1949-01-01T00:00","2005-01-01T00:00","1949-01-01T00:00","0.0","0.0","Tsotsi","Johnny Belinda","Tsotsi","Johnny Belinda","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4167","actors_62","0.0",,"1938-01-01T00:00","1989-01-01T00:00","1938-01-01T00:00","1989-01-01T00:00","0.0","0.0","Test Pilot","The Accused","Test Pilot","The Accused","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3474","actors_136","0.0",,"1947-01-01T00:00","1989-01-01T00:00","1947-01-01T00:00","1989-01-01T00:00","0.0","0.0","It Happened on Fifth Avenue","Rain Man","It Happened on Fifth Avenue","Rain Man","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_265","actors_90","0.0",,"2006-01-01T00:00","1940-01-01T00:00","2006-01-01T00:00","1940-01-01T00:00","0.0","0.0","After the Wedding","Goodbye, Mr. Chips","After the Wedding","Goodbye, Mr. Chips","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2306","actors_60","0.0",,"1967-01-01T00:00","1987-01-01T00:00","1967-01-01T00:00","1987-01-01T00:00","0.0","0.0","The Redwoods","Children of a Lesser God","The Redwoods","Children of a Lesser God","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1258","actors_54","0.0",,"1988-01-01T00:00","1981-01-01T00:00","1988-01-01T00:00","1981-01-01T00:00","0.0","0.0","Beetlejuice","Coal Miner�s Daughter","Beetlejuice","Coal Miner�s Daughter","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3083","actors_6","0.0",,"1953-01-01T00:00","1934-01-01T00:00","1953-01-01T00:00","1934-01-01T00:00","0.0","0.0","The Living Desert","Morning Glory","The Living Desert","Morning Glory","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1272","actors_33","0.0",,"1987-01-01T00:00","1961-01-01T00:00","1987-01-01T00:00","1961-01-01T00:00","0.0","0.0","Wall Street","Butterfield 8","Wall Street","Butterfield 8","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3083","actors_7","0.0",,"1953-01-01T00:00","1935-01-01T00:00","1953-01-01T00:00","1935-01-01T00:00","0.0","0.0","The Living Desert","It Happened One Night","The Living Desert","It Happened One Night","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1106","actors_30","0.0",,"1991-01-01T00:00","1958-01-01T00:00","1991-01-01T00:00","1958-01-01T00:00","0.0","0.0","Birch Street Gym","The Three Faces of Eve","Birch Street Gym","The Three Faces of Eve","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3580","actors_118","0.0",,"1945-01-01T00:00","1968-01-01T00:00","1945-01-01T00:00","1968-01-01T00:00","0.0","0.0","Can't Help Singing","In the Heat of the Night","Can't Help Singing","In the Heat of the Night","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1480","actors_4","0.0",,"1984-01-01T00:00","1932-01-01T00:00","1984-01-01T00:00","1932-01-01T00:00","0.0","0.0","El Norte","Min and Bill","El Norte","Min and Bill","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3314","actors_104","0.0",,"1949-01-01T00:00","1954-01-01T00:00","1949-01-01T00:00","1954-01-01T00:00","0.0","0.0","Little Women","Stalag 17","Little Women","Stalag 17","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3314","actors_105","0.0",,"1949-01-01T00:00","1955-01-01T00:00","1949-01-01T00:00","1955-01-01T00:00","0.0","0.0","Little Women","On The Waterfront","Little Women","On The Waterfront","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_586","actors_26","0.0",,"2000-01-01T00:00","1954-01-01T00:00","2000-01-01T00:00","1954-01-01T00:00","0.0","0.0","Everybody Famous!","Roman Holiday","Everybody Famous!","Roman Holiday","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1750","actors_147","0.0",,"1978-01-01T00:00","2001-01-01T00:00","1978-01-01T00:00","2001-01-01T00:00","0.0","0.0","The Divided Trail: A Native American Odyssey","Gladiator","The Divided Trail: A Native American Odyssey","Gladiator","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_468","actors_12","0.0",,"2002-01-01T00:00","1940-01-01T00:00","2002-01-01T00:00","1940-01-01T00:00","0.0","0.0","Daughter from Danang","Gone With the Wind","Daughter from Danang","Gone With the Wind","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3224","actors_147","0.0",,"1951-01-01T00:00","2001-01-01T00:00","1951-01-01T00:00","2001-01-01T00:00","0.0","0.0","Royal Wedding","Gladiator","Royal Wedding","Gladiator","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3224","actors_146","0.0",,"1951-01-01T00:00","2000-01-01T00:00","1951-01-01T00:00","2000-01-01T00:00","0.0","0.0","Royal Wedding","American Beauty","Royal Wedding","American Beauty","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1750","actors_146","0.0875",,"1978-01-01T00:00","2000-01-01T00:00","1978-01-01T00:00","2000-01-01T00:00","0.0","0.0","The Divided Trail: A Native American Odyssey","American Beauty","The Divided Trail: A Native American Odyssey","American Beauty","0.125","0.125"
"LinearCombinationMatchingRule","academy_awards_2567","actors_67","0.0",,"1962-01-01T00:00","1994-01-01T00:00","1962-01-01T00:00","1994-01-01T00:00","0.0","0.0","Sweet Bird of Youth","The Piano","Sweet Bird of Youth","The Piano","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2658","actors_17","0.0",,"1961-01-01T00:00","1945-01-01T00:00","1961-01-01T00:00","1945-01-01T00:00","0.0","0.0","Town without Pity","Gaslight","Town without Pity","Gaslight","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2658","actors_16","0.0",,"1961-01-01T00:00","1944-01-01T00:00","1961-01-01T00:00","1944-01-01T00:00","0.0","0.0","Town without Pity","Song of Bernadette","Town without Pity","Song of Bernadette","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2164","actors_102","0.0",,"1970-01-01T00:00","1952-01-01T00:00","1970-01-01T00:00","1952-01-01T00:00","0.0","0.0","Hoa-Binh","The African Queen","Hoa-Binh","The African Queen","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3733","actors_89","0.0",,"1943-01-01T00:00","1939-01-01T00:00","1943-01-01T00:00","1939-01-01T00:00","0.0","0.0","Lassie Come Home","Boys Town","Lassie Come Home","Boys Town","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3733","actors_88","0.0",,"1943-01-01T00:00","1938-01-01T00:00","1943-01-01T00:00","1938-01-01T00:00","0.0","0.0","Lassie Come Home","Captains Courageous","Lassie Come Home","Captains Courageous","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2164","actors_103","0.0",,"1970-01-01T00:00","1953-01-01T00:00","1970-01-01T00:00","1953-01-01T00:00","0.0","0.0","Hoa-Binh","High Noon","Hoa-Binh","High Noon","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4154","actors_73","0.0",,"1938-01-01T00:00","2000-01-01T00:00","1938-01-01T00:00","2000-01-01T00:00","0.0","0.0","The Adventures of Robin Hood","Boys Don't Cry","The Adventures of Robin Hood","Boys Don't Cry","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_963","actors_140","0.15",,"1993-01-01T00:00","1994-01-01T00:00","1993-01-01T00:00","1994-01-01T00:00","0.5","0.5","Schindler's List","Philadelphia","Schindler's List","Philadelphia","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3963","actors_70","0.0",,"1941-01-01T00:00","1997-01-01T00:00","1941-01-01T00:00","1997-01-01T00:00","0.0","0.0","Dumbo","Fargo","Dumbo","Fargo","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_963","actors_141","0.0",,"1993-01-01T00:00","1995-01-01T00:00","1993-01-01T00:00","1995-01-01T00:00","0.0","0.0","Schindler's List","Forest Gump","Schindler's List","Forest Gump","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3963","actors_71","0.0",,"1941-01-01T00:00","1998-01-01T00:00","1941-01-01T00:00","1998-01-01T00:00","0.0","0.0","Dumbo","As Good As It Gets","Dumbo","As Good As It Gets","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2458","actors_84","0.13999999999999999",,"1964-01-01T00:00","1933-01-01T00:00","1964-01-01T00:00","1933-01-01T00:00","0.0","0.0","The Night of the Iguana","The Champ","The Night of the Iguana","The Champ","0.2","0.2"
"LinearCombinationMatchingRule","academy_awards_330","actors_18","0.0",,"2005-01-01T00:00","1946-01-01T00:00","2005-01-01T00:00","1946-01-01T00:00","0.0","0.0","The Mysterious Geographic Explorations of Jasper Morello","Mildred Pierce","The Mysterious Geographic Explorations of Jasper Morello","Mildred Pierce","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1740","actors_136","0.0",,"1978-01-01T00:00","1989-01-01T00:00","1978-01-01T00:00","1989-01-01T00:00","0.0","0.0","The Wiz","Rain Man","The Wiz","Rain Man","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1740","actors_137","0.0",,"1978-01-01T00:00","1990-01-01T00:00","1978-01-01T00:00","1990-01-01T00:00","0.0","0.0","The Wiz","My Left Foot","The Wiz","My Left Foot","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_374","actors_71","0.19999999999999998",,"2004-01-01T00:00","1998-01-01T00:00","2004-01-01T00:00","1998-01-01T00:00","0.0","0.0","As It Is in Heaven","As Good As It Gets","As It Is in Heaven","As Good As It Gets","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","academy_awards_2681","actors_77","0.0",,"1960-01-01T00:00","2004-01-01T00:00","1960-01-01T00:00","2004-01-01T00:00","0.0","0.0","Spartacus","Monster","Spartacus","Monster","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_200","actors_16","0.0",,"2007-01-01T00:00","1944-01-01T00:00","2007-01-01T00:00","1944-01-01T00:00","0.0","0.0","Salim Baba","Song of Bernadette","Salim Baba","Song of Bernadette","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2551","actors_75","0.0",,"1963-01-01T00:00","2002-01-01T00:00","1963-01-01T00:00","2002-01-01T00:00","0.0","0.0","My Financial Career","Monsters Ball","My Financial Career","Monsters Ball","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_950","actors_130","0.0",,"1994-01-01T00:00","1983-01-01T00:00","1994-01-01T00:00","1983-01-01T00:00","0.0","0.0","On Hope","Ghandi","On Hope","Ghandi","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_950","actors_131","0.0",,"1994-01-01T00:00","1984-01-01T00:00","1994-01-01T00:00","1984-01-01T00:00","0.0","0.0","On Hope","Tender Mercies","On Hope","Tender Mercies","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_837","actors_134","0.09999999999999999",,"1996-01-01T00:00","1987-01-01T00:00","1996-01-01T00:00","1987-01-01T00:00","0.0","0.0","The Ghost and the Darkness","The Color of Money","The Ghost and the Darkness","The Color of Money","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_138","actors_91","0.13999999999999999",,"2008-01-01T00:00","1941-01-01T00:00","2008-01-01T00:00","1941-01-01T00:00","0.0","0.0","The Betrayal (Nerakhoon)","The Philadelphia Story","The Betrayal (Nerakhoon)","The Philadelphia Story","0.2","0.2"
"LinearCombinationMatchingRule","academy_awards_837","actors_135","0.0",,"1996-01-01T00:00","1988-01-01T00:00","1996-01-01T00:00","1988-01-01T00:00","0.0","0.0","The Ghost and the Darkness","Wall Street","The Ghost and the Darkness","Wall Street","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3440","actors_106","0.0",,"1947-01-01T00:00","1956-01-01T00:00","1947-01-01T00:00","1956-01-01T00:00","0.0","0.0","Design for Death","Marty","Design for Death","Marty","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_448","actors_1","0.0",,"2002-01-01T00:00","1929-01-01T00:00","2002-01-01T00:00","1929-01-01T00:00","0.0","0.0","The Pianist","7th Heaven","The Pianist","7th Heaven","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3440","actors_107","0.0",,"1947-01-01T00:00","1957-01-01T00:00","1947-01-01T00:00","1957-01-01T00:00","0.0","0.0","Design for Death","The King and I","Design for Death","The King and I","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2589","actors_89","0.0",,"1962-01-01T00:00","1939-01-01T00:00","1962-01-01T00:00","1939-01-01T00:00","0.0","0.0","Black Fox","Boys Town","Black Fox","Boys Town","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2433","actors_61","0.0",,"1965-01-01T00:00","1988-01-01T00:00","1965-01-01T00:00","1988-01-01T00:00","0.0","0.0","Fortress of Peace","Moonstruck","Fortress of Peace","Moonstruck","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_578","actors_3","0.0",,"2000-01-01T00:00","1931-01-01T00:00","2000-01-01T00:00","1931-01-01T00:00","0.0","0.0","Big Mama","The Divorcee","Big Mama","The Divorcee","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2788","actors_18","0.0",,"1958-01-01T00:00","1946-01-01T00:00","1958-01-01T00:00","1946-01-01T00:00","0.0","0.0","Teacher's Pet","Mildred Pierce","Teacher's Pet","Mildred Pierce","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2694","actors_64","0.0",,"1960-01-01T00:00","1991-01-01T00:00","1960-01-01T00:00","1991-01-01T00:00","0.0","0.0","Pepe","Misery","Pepe","Misery","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4006","actors_53","0.0",,"1941-01-01T00:00","1980-01-01T00:00","1941-01-01T00:00","1980-01-01T00:00","0.0","0.0","Flight Command","Norma Rae","Flight Command","Norma Rae","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_1142","actors_35","0.09999999999999999",,"1990-01-01T00:00","1963-01-01T00:00","1990-01-01T00:00","1963-01-01T00:00","0.0","0.0","The Hunt for Red October","The Miracle Worker","The Hunt for Red October","The Miracle Worker","0.14285714285714285","0.14285714285714285"
"LinearCombinationMatchingRule","academy_awards_4006","actors_52","0.0",,"1941-01-01T00:00","1979-01-01T00:00","1941-01-01T00:00","1979-01-01T00:00","0.0","0.0","Flight Command","Coming Home","Flight Command","Coming Home","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3728","actors_91","0.0",,"1943-01-01T00:00","1941-01-01T00:00","1943-01-01T00:00","1941-01-01T00:00","0.0","0.0","Thousands Cheer","The Philadelphia Story","Thousands Cheer","The Philadelphia Story","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_3728","actors_90","0.0",,"1943-01-01T00:00","1940-01-01T00:00","1943-01-01T00:00","1940-01-01T00:00","0.0","0.0","Thousands Cheer","Goodbye, Mr. Chips","Thousands Cheer","Goodbye, Mr. Chips","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4020","actors_35","0.0",,"1940-01-01T00:00","1963-01-01T00:00","1940-01-01T00:00","1963-01-01T00:00","0.0","0.0","Kitty Foyle","The Miracle Worker","Kitty Foyle","The Miracle Worker","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_4145","actors_40","0.0",,"1938-01-01T00:00","1968-01-01T00:00","1938-01-01T00:00","1968-01-01T00:00","0.0","0.0","White Banners","Guess Who�s Coming to Dinner","White Banners","Guess Who�s Coming to Dinner","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2177","actors_113","0.0",,"1970-01-01T00:00","1963-01-01T00:00","1970-01-01T00:00","1963-01-01T00:00","0.0","0.0","The Resurrection of Broncho Billy","To Kill a Mockingbird","The Resurrection of Broncho Billy","To Kill a Mockingbird","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2446","actors_96","0.0",,"1964-01-01T00:00","1946-01-01T00:00","1964-01-01T00:00","1946-01-01T00:00","0.0","0.0","My Fair Lady","The Lost Weekend","My Fair Lady","The Lost Weekend","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_2177","actors_112","0.0",,"1970-01-01T00:00","1962-01-01T00:00","1970-01-01T00:00","1962-01-01T00:00","0.0","0.0","The Resurrection of Broncho Billy","Judgment at Nuremburg","The Resurrection of Broncho Billy","Judgment at Nuremburg","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_329","actors_24","0.0",,"2005-01-01T00:00","1952-01-01T00:00","2005-01-01T00:00","1952-01-01T00:00","0.0","0.0","The Moon and the Son: An Imagined Conversation","A Streetcar Named Desire","The Moon and the Son: An Imagined Conversation","A Streetcar Named Desire","0.0","0.0"
"LinearCombinationMatchingRule","academy_awards_329","actors_25","0.0",,"2005-01-01T00:00","1953-01-01T00:00","2005-01-01T00:00","1953-01-01T00:00","0.0","0.0","The Moon and the Son: An Imagined Conversation","Come Back, Little Sheba","The Moon and the Son: An Imagined Conversation","Come Back, Little Sheba","0.0","0.0"
